target_id,solution_id,designation,source_id,random_index,ref_epoch,Distance,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,excess noise in au,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
ISO-Oph 51,1636148068921376768,Gaia DR3 6049167905467933056,6049167905467933056,645456913,2016.0,136.6,246.65345254567100,0.122752845,-24.26452429216160,0.071442224,7.32117189473649,0.13849072,52.863987,1.30062,27.625023,-5.520071381232140,0.18302394,-27.06789126279100,0.13407551,-0.49189705,0.05706358,0.0389178,-0.104478486,-0.016589146,-0.08427068,0.4723801,-0.16281526,-0.13682026,-0.37602448,498,0,488,10,8.950131,1009.93427,0.6765493,0.092,12.067285,31,FALSE,1.1887608,,,,,,,,57,17,0.26947576,60,9,1,0.14751077,176.8861,0,0,0.42923215,0.7150433,0.41578242,0.45500228,15.965582,18.388395,18.182125,26.662394,FALSE,460,1975.5162390185600,10.927585,180.78252,17.448166,56,168.04800430685600,7.5285416,22.321455,19.77496,52,3078.5231500235000,51.393257,59.901306,16.027039,1.6434039,0,1,0,2,0,3.747921,2.3267937,1.4211273,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.2055592560260,16.970478307023000,248.79943297072200,-2.527198930451330,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0202233e-13,5.09739e-13,1.0,4436.981,4392.629,4492.958,4.6126,4.6,4.6268,-0.9891,-1.0335,-0.9005,144.071,141.9565,146.2756,6.9694,6.9176,7.0378,4.5022,4.4587,4.5575,2.5557,2.529,2.59,MARCS,246.65347945667000,-24.264403990420000,7.3212,-5.52,-27.068,-4.8,2000.0,6.13533048213821e-10
SR 20 W,1636148068921376768,Gaia DR3 6049107569767351680,6049107569767351680,400628019,2016.0,146.8,247.0972394866740,0.08690113,-24.378069865325000,0.053278074,6.811635844856900,0.098148555,69.40128,1.3159121,24.785065,-6.321438397910240,0.114390515,-23.965367305801000,0.08308406,-0.1244183,-0.15189163,0.02936549,-0.08605664,-0.1450419,0.0046710563,0.18229942,-0.24526435,0.08497086,-0.0017506076,352,0,352,0,7.950196,1206.2155,0.62709725,0.092,27.97073,95,FALSE,,1.1724392,0.01733198,0.033266764,0.08956142,-0.080386706,-0.0077868975,-0.06623666,41,17,0.15924436,43,10,0,0.46339834,161.3237,0,0,0.20479703,0.49532366,0.26151592,0.29723012,-7.9611735,13.121263,7.6717067,44.486652,FALSE,356,4039.1098658735100,157.92548,25.57605,16.671652,40,476.41113462803400,53.499027,8.905043,18.643587,42,6595.323386669840,703.2502,9.3783455,15.199805,1.7508152,0,1,0,0,0,3.4437819,1.9719353,1.4718466,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.3946832815620,16.59147141203140,249.21702837283500,-2.576109474839280,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0204325e-13,5.097009e-13,0.999998,3585.2754,3538.8486,3600.9648,4.3848,4.3337,4.4029,-0.3288,-0.3832,-0.2755,150.565,147.8269,152.6377,4.4095,4.1733,4.4969,2.7289,2.5672,2.7862,1.6618,1.5886,1.6865,PHOENIX,247.09727033205000,-24.377963352580000,6.8116,-6.321,-23.965,0.0,2000.0,2.52452864670823e-09
Haro 6-13,1636148068921376768,Gaia DR3 147806733942555008,147806733942555008,229555348,2016.0,128.6,68.06426515715790,0.089763,24.483121950393800,0.057828207,7.778777803503060,0.09949464,78.18288,2.4112217,21.821877,5.299971232525330,0.11018551,-21.168481364625800,0.09016988,0.19366693,0.28527227,-0.074226096,0.11029264,-0.1379223,0.06345236,0.00938954,0.07993433,0.04064558,0.2240059,265,0,265,0,27.330004,2518.0012,0.6868984,0.088,80.24426,31,FALSE,1.20246,,,,,,,,31,16,0.15854852,34,11,0,0.1352919,173.25862,0,0,0.18022141,0.4376243,0.25194117,0.3903088,-65.32969,-14.879323,-47.20645,37.937885,FALSE,260,15042.50771087200,270.27536,55.65623,15.244066,32,1886.7736601845500,96.96669,19.457956,17.149242,31,25064.483250626300,1185.2428,21.14713,13.750249,1.7916732,0,0,0,0,0,3.3989935,1.9051762,1.4938173,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,173.91140009000800,-15.856584403889800,70.10409558602990,2.546243955431290,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0202967e-13,5.096331e-13,0.9999993,6382.1416,6365.1924,6401.824,4.356,4.3467,4.3663,-4.0007,-4.0805,-3.6489,134.091,132.5361,135.3964,7.271,7.238,7.297,5.0461,5.0244,5.0633,2.9032,2.8904,2.9131,MARCS,68.06423927443,24.48321603253,7.7788,5.3,-21.168,15.5,2000.0,2.32059972870845e-09
HD 98800B,1636148068921376768,Gaia DR3 3534414590303807232,3534414590303807232,792456241,2016.0,42.1,170.52158954257300,0.29415613,-24.77776667866300,0.2289896,23.752130820548200,0.38987502,60.922424,9.3544,87.2496,-87.01574254332150,0.37881795,-6.38386286177111,0.30871305,-0.36726943,0.2577472,-0.33510026,0.222094,-0.48796847,0.37169397,0.26542404,-0.1655201,-0.3833177,-0.18330173,212,212,186,26,97.9279,53129.645,1.9276139,0.081,2625.9844,95,FALSE,,1.3845108,0.04556453,-0.02789347,0.20358735,-0.12399884,-0.043626115,0.21535023,22,12,0.5587233,35,10,16,0.039987113,5.3793344,97,0,,,,,,,,,FALSE,228,4617890.086457900,9039.126,510.87793,9.0262575,28,2968484.4999637900,13888.163,213.74205,9.157206,26,7564974.493225810,14773.573,512.0613,7.5508766,2.281011,0,28,0,26,0,1.606329,0.13094807,1.4753809,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,278.39548022616500,33.80137565975330,181.88862525883700,-26.358767187745200,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3.26683e-09,3.0111647e-08,0.99996215,,,,,,,,,,,,,,,,,,,,,,,170.522035225,-24.777513816666700,0.0,-91.7,-31.1,0.0,2000.0,1.14677172892875e-04
V892 Tau,1636148068921376768,Gaia DR3 164513602672978304,164513602672978304,456852429,2016.0,134.5,64.6692500972892,0.07696787,28.320878933163500,0.04264075,7.4351542650218500,0.08494185,87.53229,3.5506005,29.020117,3.5169587192695600,0.100024104,-28.806217428055700,0.071651705,0.47928044,0.03455328,-0.14699316,0.17196526,0.016679257,0.056170356,0.45927912,0.27825326,-0.12751186,0.24533424,415,0,414,1,56.969437,12188.381,0.5852831,0.079,278.7726,31,FALSE,1.2070965,,,,,,,,49,17,0.14330363,53,9,0,0.014274237,147.77783,0,0,0.25053623,0.6836359,0.34071445,0.29216024,175.91391,-16.473358,50.28496,-24.612404,FALSE,428,77823.28907452580,45.759212,1700.713,13.459593,50,9802.858748849830,28.67496,341.8613,15.360161,51,114009.99445996300,149.33095,763.472,12.105538,1.5909486,0,6,0,0,0,3.2546225,1.900568,1.3540545,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,168.83567076242600,-15.549498389089800,67.7086456857845,6.820784139882500,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.020579e-13,5.0977413e-13,0.9999964,,,,,,,,,,,,,,,,,,,,,,,64.66923234099,28.32100696080000,7.4352,3.517,-28.806,1.363,2000.0,1.00245323686651e-09
LkHa 330,1636148068921376768,Gaia DR3 216711237870475904,216711237870475904,1181600265,2016.0,318.2,56.45119262950470,0.032257967,32.40326679034530,0.02263951,3.142522446132660,0.034522653,91.02783,1.8467966,7.2461724,4.526648483865050,0.041801963,-5.658309731388570,0.028099578,0.25643033,0.23297702,0.18835646,0.12006753,0.13966364,-0.03665325,0.7015985,-0.0030506721,0.112014994,0.013893607,361,361,355,6,20.077246,3621.9849,0.23660101,0.075,108.72842,31,TRUE,1.3683536,,,,,,,,41,14,0.05823401,56,11,2,0.037256256,82.04608,0,0,,,,,,,,,FALSE,463,513079.18802081200,330.5893,1552.0139,11.411906,48,165148.84064087500,247.55888,667.1093,12.293854,46,515876.3894335960,641.4434,804.24304,10.466532,1.3273296,0,1,0,0,0,1.827322,0.8819475,0.9453745,14.60922,1.1943071,1,23,4,11,71.590744,5.4274373,1.5249594e-08,894.098,21.886759,6000.0,3.5,0.0,333,20.2726,10.192946,17,10.024871,0.007873705,18,,NOT_AVAILABLE,160.5387980580260,-17.450274649618700,61.48260815824890,12.225494655055900,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.0211793e-13,5.1007397e-13,0.9999905,6088.698,6055.347,6131.64,3.4854,3.4512,3.5152,-0.9566,-1.0383,-0.8895,307.8504,296.3533,320.9167,2.7471,2.7296,2.7727,2.137,2.121,2.1593,1.1834,1.174,1.1959,PHOENIX,56.45116880086,32.40329193841,3.1425,4.527,-5.658,16.34,2000.0,2.07868715085068e-09
UX Tau,1636148068921376768,Gaia DR3 3314508622617470848,3314508622617470848,95250697,2016.0,144.5,67.51667670707390,0.062238634,18.229574537178500,0.035938486,6.922733612933890,0.07060365,98.05065,1.0260155,23.451015,12.560202559547200,0.08337878,-19.803824412808900,0.058454696,0.2503874,0.031892814,0.0018456671,0.07768904,-0.09447125,0.024643252,0.29330918,0.12250948,-0.06259874,0.043987148,380,0,380,0,0.7328396,2671.9626,0.50666285,0.073,74.25056,95,FALSE,,1.1931092,0.01322149,0.063893884,-0.14590144,0.029630058,-0.13823302,0.033058822,45,19,0.11552729,45,13,0,0.05988415,172.23114,0,0,0.2667396,0.5787026,0.27659145,0.15263502,-178.15694,-11.521637,53.13964,-39.446323,FALSE,362,21739.88548614440,66.624825,326.30307,14.844224,3,10779.002417703600,1775.8064,6.0699196,15.257095,3,38938.08242998950,1579.9033,24.645864,13.271959,2.2869065,0,1,0,0,0,1.985136,0.41287136,1.5722647,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,178.61000552727500,-20.264028685888400,68.6586706888855,-3.5594462975717600,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.585983e-11,1.021438e-09,0.99999183,,,,,,,,,,,,,,,,,,,,,,,67.51665107364670,18.230398756522800,0.0,17.18,-21.91,15.45,2000.0,7.28699910932677e-04
SSTc2d J162506.9-235050,1636148068921376768,Gaia DR3 6049380695327984512,6049380695327984512,201238261,2016.0,142.2,246.27878787259500,0.068451196,-23.84743609076170,0.041442737,7.0340687743061700,0.07546273,93.212494,1.040475,27.219408,-6.5002718110905700,0.09932494,-26.431849152838600,0.07305136,-0.47498146,0.22351736,0.11893364,-0.17267378,-0.16638385,-0.1328221,0.44303262,-0.031243304,-0.17661844,-0.3504911,392,0,392,0,1.1411345,2597.0085,0.49886274,0.071,70.722664,95,FALSE,,1.1903558,0.012342812,-0.11222505,0.25562012,-0.09702256,-0.05711666,-0.046747297,45,16,0.14590867,48,8,0,0.04344387,7.389454,0,0,0.38296026,0.6571682,0.3081564,0.3182842,9.94704,16.551504,14.85504,29.733564,FALSE,396,19992.97055458740,124.830574,160.16084,14.935174,44,2392.5684563538600,72.49994,33.000973,16.891382,44,28730.549464950200,484.1646,59.340458,13.6020355,1.5567031,0,3,0,0,0,3.2893467,1.9562082,1.3331385,54.714703,6.341536,2,19,3,9,10.210121,,,531.1691,,5500.0,4.5,0.0,0,,,,12.914771,0.072430626,20,,VARIABLE,353.29623092385900,17.502936013602400,248.3950183660790,-2.1697991539552600,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.02073704e-13,5.0985323e-13,0.9999949,6119.702,6053.8916,6162.7954,4.4063,4.3952,4.4162,-3.9939,-4.1125,-3.7843,142.7123,140.8134,144.3748,6.3396,6.3042,6.3639,4.4586,4.4291,4.4794,2.5551,2.5388,2.5666,MARCS,246.27881945938000,-23.847318615870000,7.0341,-6.5,-26.432,0.0,2000.0,1.35403000730894e-09
AA Tau,1636148068921376768,Gaia DR3 147818450613367424,147818450613367424,924455541,2016.0,134.7,68.73094345636530,0.08219227,24.48130631876070,0.042970587,7.425472570156840,0.08678484,85.56186,3.3341234,21.354015,5.323454603692210,0.10221605,-20.6798160362601,0.067047074,-0.1249498,-0.02354402,-0.41195455,0.2801706,-0.02433731,0.18594187,-0.2458751,0.41015896,-0.11754147,-0.21179527,237,0,237,0,39.831486,2517.9045,0.513534,0.069,99.83969,31,FALSE,1.2587061,,,,,,,,27,14,0.15171348,29,11,0,0.6149095,81.80109,0,0,0.12633088,0.51739424,0.15794037,0.25480577,-37.71515,-0.41493213,-39.679356,36.375248,FALSE,234,32045.492074470600,1182.6628,27.09605,14.42295,27,7039.914409536890,839.2489,8.388351,15.719624,26,42536.370524798800,4280.21,9.937917,13.175995,1.5470595,0,0,0,1,0,2.5436287,1.2966738,1.2469549,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,174.32085695525500,-15.39545240721410,70.70458408605800,2.4555089727261300,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.02374855e-13,5.113573e-13,0.99996513,5882.879,5780.194,5954.285,4.6347,4.6191,4.6591,-3.9087,-4.0955,-3.6255,137.7207,135.45,139.2525,4.3433,4.2485,4.3809,3.1908,3.1162,3.2204,1.808,1.7648,1.8249,MARCS,68.73091745933,24.481398229050000,7.4255,5.323,-20.68,17.37,2000.0,2.17673227652585e-09
WW Cha,1636148068921376768,Gaia DR3 5201350015597394944,5201350015597394944,644587838,2016.0,188.8,167.4999033759650,0.02676473,-76.58277134647960,0.030774742,5.296480267799610,0.031421687,168.5613,2.7977881,22.521921,-22.507276356000900,0.03616571,-0.8120380276555140,0.039439797,0.10738646,-0.16343822,0.0066542053,0.1495076,-0.020731265,0.18122706,0.15741977,0.17368421,0.07527584,0.24045478,366,366,366,0,39.7467,6245.7314,0.35938212,0.068,197.38788,31,TRUE,1.2899536,,,,,,,,42,26,0.059245016,47,15,0,0.058307406,143.75725,0,0,,,,,,,,,FALSE,407,240617.7194002550,1927.3765,124.842094,12.234048,43,53768.23953991350,1846.8553,29.113401,13.512228,43,298733.3633222000,6659.9004,44.85553,11.059686,1.4649861,0,0,0,0,0,2.4525423,1.2781801,1.1743622,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,297.0295093566410,-14.887687317533000,236.390020148472,-65.8416819468773,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.03416895e-13,5.165622e-13,0.9998619,11913.001,11892.118,11955.154,4.3185,4.3108,4.3315,-0.9231,-0.9887,-0.8149,194.0608,192.3194,195.5097,5.7046,5.6999,5.7099,4.5338,4.5303,4.5379,2.5247,2.5227,2.5269,A,167.50033447465,-76.58276773706,5.2965,-22.507,-0.812,25.0,2000.0,1.68239451055464e-09
CQ Tau,1636148068921376768,Gaia DR3 3416747570320423552,3416747570320423552,735633702,2016.0,149.4,83.99362556280740,0.04823712,24.748241562006800,0.037398573,6.6946060680849800,0.059953015,111.664215,3.699143,26.532816,2.987246500775440,0.060685135,-26.36411782031560,0.042136043,-0.066926144,0.09710356,0.07606191,0.1795354,-0.428893,0.10851745,-0.43910652,0.21044384,0.35093313,-0.09878465,321,321,318,3,52.262787,8947.227,0.44809464,0.067,274.1527,31,FALSE,1.4829913,,,,,,,,36,17,0.08490692,36,16,1,0.2658008,48.723038,1,0,,,,,,,,,FALSE,319,1525598.2651240100,52963.7,28.804602,10.228766,36,699098.9507679540,88579.62,7.892323,10.727196,36,1179132.8241642700,107361.445,10.982833,9.568989,1.2311444,0,0,0,0,0,1.1582069,0.4984293,0.65977764,33.061775,2.0297198,1,12,4,9,117.68908,4.5995326,1.4486331e-07,880.96893,17.475996,7250.0,4.5,0.0,555,83.01667,19.908136,6,9.14066,0.3019439,6,,NOT_AVAILABLE,182.41841387756500,-4.0404386906070900,84.54535957245070,1.4226176242379900,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5.113537e-09,3.917121e-08,0.9998617,,,,,,,,,,,,,,,,,,,,,,,83.99361094339,24.748358736270000,6.6946,2.987,-26.364,22.6,2000.0,1.70317532945474e-09
HD 150193A,1636148068921376768,Gaia DR3 6047858490197870720,6047858490197870720,1331081476,2016.0,148.1,250.07440839907000,0.12791158,-23.89618285822130,0.08906492,6.754341143418820,0.10315284,65.478966,1.4772528,20.45928,-9.24693109976555,0.24126859,-18.250381433002300,0.22104162,-0.7884269,-0.30361485,-0.02133623,-0.09070978,0.036945723,-0.09261708,0.13959736,-0.14054951,0.14769776,-0.93682337,124,124,123,1,6.860471,2751.524,0.41403666,0.061,148.51697,95,FALSE,,1.3031871,0.017528629,0.18350428,-0.08412841,-0.42643794,0.070731364,-0.116142645,14,9,0.44532257,14,6,8,0.08396404,56.622272,29,0,,,,,,,,,FALSE,94,403118.1064502680,1712.2524,235.43147,11.673786,0,,,,,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,355.5982919931480,14.826865820570900,251.83683053075400,-1.7045523075926900,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,250.07467916666700,-23.895880555555600,0.0,-6.0,-17.0,0.0,2000.0,3.16555188761256e-04
HD 98800B,1636148068921376768,Gaia DR3 3534414594600352896,3534414594600352896,1448727833,2016.0,49.8,170.521605431721,0.23838226,-24.77761811107530,0.15479483,20.063360525694900,0.28589755,70.17674,6.6692657,97.390144,-88.28873094116530,0.371121,-41.10888376676300,0.18533446,0.012383707,-0.06889548,0.016903497,0.3659845,-0.05590416,0.41059726,0.27191365,-0.365051,-0.3441841,0.11227979,132,132,122,10,58.14715,11091.089,1.2229418,0.061,570.396,95,FALSE,,1.4543662,0.03514378,-0.2340728,-0.08412434,0.10941962,-0.006479217,-0.18286024,17,11,0.52468044,20,7,6,0.091801375,98.40057,83,0,,,,,,,,,FALSE,121,3697457.488697120,8402.338,440.05103,9.267609,15,2933246.6606426300,18830.54,155.77072,9.170171,15,7600075.838674040,23356.953,325.38815,7.5458508,2.8488016,0,15,0,15,0,1.62432,-0.09743786,1.7217579,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,278.39542330595700,33.80151723394930,181.88856713194800,-26.35862730296250,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7.450493e-10,3.396796e-08,0.9996516,,,,,,,,,,,,,,,,,,,,,,,170.522035225,-24.777513816666700,0.0,-91.7,-31.1,0.0,2000.0,3.80963505632118e-05
IRAS 04200+2759,1636148068921376768,Gaia DR3 152518828462749440,152518828462749440,143896789,2016.0,131.6,65.78244861748420,0.100075416,28.099177754239900,0.054352753,7.598373817364620,0.114243105,66.51057,1.252797,28.459553,9.824942111251450,0.13378881,-26.709860819012100,0.09042247,0.1579697,0.2508301,-0.004925261,-0.085930265,-0.12062086,-0.029405676,0.18787725,0.05862208,-0.29223424,0.09198341,281,0,280,1,5.7317696,453.21603,0.44403306,0.058,6.1323195,31,FALSE,1.2650558,,,,,,,,32,15,0.18556722,34,7,0,0.09224192,146.33093,1,0,0.21962549,0.5544932,0.22798969,0.17062359,-163.76508,-5.01506,-59.983757,-41.082943,FALSE,245,2600.4538806563800,25.922327,100.31715,17.149744,29,572.3491509505850,37.897728,15.102466,18.44439,29,4116.121282883170,251.866,16.342505,15.711675,1.8029431,0,1,0,1,0,2.7327147,1.2946453,1.4380693,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,169.6978972547050,-14.984192536102100,68.6447633015559,6.437615928608210,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.0355536e-13,5.4839716e-13,0.99984825,4463.925,4416.749,4542.533,5.0,4.9865,5.029,-3.028,-3.1758,-2.6198,144.5037,134.9002,159.6473,3.8554,3.7848,3.9548,2.6618,2.6117,2.739,1.4898,1.4611,1.5323,MARCS,65.78239911653,28.099296464720000,7.5984,9.825,-26.71,0.0,2000.0,6.73588754040913e-10
HD 34282,1636148068921376768,Gaia DR3 3014390365402220544,3014390365402220544,1807595232,2016.0,308.6,79.00198675082170,0.01500379,-9.80983621905984,0.012466176,3.240327671592580,0.023137351,140.04747,1.4098108,1.074649,0.2790446702130180,0.021506641,-1.037788231758490,0.019227153,0.08556233,-0.11938561,-0.21445805,-0.0995149,-0.0800531,0.033302378,-0.4892833,0.1447059,0.20628792,-0.26263535,609,609,601,8,13.344615,3681.539,0.18457954,0.057,67.6358,31,TRUE,1.6830829,,,,,,,,69,23,0.032180488,72,31,0,0.024724845,17.621725,0,0,,,,,,,,,FALSE,601,2143230.918814570,2955.7734,725.09985,9.8596945,69,1446040.8883019100,6344.089,227.93515,9.93809,69,1064145.0981992400,2691.5017,395.37225,9.680393,1.1712159,0,27,0,29,0,0.2576971,0.07839584,0.17930126,10.952274,2.8907182,1,33,13,19,128.21939,4.047354,3.8872822e-05,944.9975,69.0397,8000.0,4.5,-1.0,555,113.67377,17.312708,14,9.569953,0.009407416,15,,NOT_AVAILABLE,211.01910478274300,-25.61959435879870,77.08332045336410,-32.75729355860040,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.1177728e-13,5.583219e-13,0.9990344,,,,,,,,,,,,,,,,,,,,,,,79.00198549222,-9.80983160667,3.2403,0.279,-1.038,0.0,2000.0,9.64303158671897e-10
beta UMa,1636148068921376768,Gaia DR3 856096765753549056,856096765753549056,330235621,2016.0,25.9,165.46097417209700,0.51276153,56.38257749355830,0.5072297,38.60307997876440,1.12847,34.20834,5.990816,86.26032,79.9586126663101,0.6212048,32.364540942038200,0.7928298,0.6420692,-0.69660705,-0.49304736,-0.37579593,-0.18248634,-0.070262395,0.04414991,0.6189113,0.5685448,0.8580092,129,129,126,3,53.456673,107730.61,2.1805959,0.056,7087.132,95,FALSE,,1.5103593,0.092121705,0.012302414,-0.19308423,-0.23292206,-0.029584426,-0.064070486,19,10,1.4769479,20,20,0,0.01648717,47.542496,0,0,,,,,,,,,FALSE,127,2.06791267431829e+09,6666597.5,310.19012,2.3985364,19,8.54644510279875e+08,2.7962282e+07,30.56419,3.0090785,18,7.81551900885359e+08,1.21618e+07,64.26285,2.515501,0.7912309,4,15,4,14,0,0.49357748,0.61054206,-0.11696458,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,149.1654727081810,54.80423185987110,139.43499336533600,45.13332698180940,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.5208952e-07,6.765647e-07,0.9999988,,,,,,,,,,,,,,,,,,,,,,,165.46031890416700,56.38242608666670,40.9,81.43,33.49,-13.1,2000.0,2.70696025027238e-06
HD 71155,1636148068921376768,Gaia DR3 3066513435671608064,3066513435671608064,1043823458,2016.0,39.5,126.41483546720500,0.15049376,-3.90653144815045,0.10149247,25.343764773149600,0.20508912,123.5744,2.1550224,70.73854,-66.73801888294920,0.21480532,-23.451618587708100,0.19611172,-0.41779515,0.19596264,-0.098590165,-0.013457808,0.027211456,0.064959645,-0.20924616,0.27020425,-0.23696819,-0.3216575,385,385,374,11,27.224588,106492.21,1.4056168,0.055,3369.7366,95,FALSE,,1.7100693,0.033349816,-0.070686355,-0.0136458855,-0.027988544,0.05500378,0.16947383,44,18,0.33245584,47,47,0,0.041723527,9.290496,0,0,,,,,,,,,FALSE,365,5.17659996861025e+08,870306.44,594.802,3.9022553,40,3.83650718193514e+08,754547.1,508.45163,3.8787022,41,2.24909272570972e+08,483320.56,465.34183,3.867877,1.1755979,0,13,0,12,0,0.010825157,-0.023553133,0.03437829,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,227.7790256771150,18.89156702265810,129.85236199725000,-22.44959003452260,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.09706366e-13,5.479778e-13,0.9992426,,,,,,,,,,,,,,,,,,,,,,,126.41513337833300,-3.9064216166666700,26.66,-66.43,-23.41,10.0,2000.0,6.11550474525731e-06
