_RAJ2000,_DEJ2000,GaiaDR3,SigMA,stability,Dist,e_Dist,E_Dist,X,e_X,Y,e_Y,Z,e_Z,E_X,E_Y,E_Z,VtRA,e_VtRA,VtDE,e_VtDE,E_VtRA,E_VtDE,VtRALSR,VtDELSR,RV,_RA,_DE
181.8890789,-39.5484431,3459372646830687104,21,13.3,64.6731,0.502259,0.483719,24.0949,0.187124,-54.656,0.408798,24.7942,0.192555,0.180217,0.424466,0.185447,-19.63,0.15633,-7.259,0.05987,0.14325,0.05495,-3.095,-0.911,11.532,181.88908,-39.54844
181.5649625,-39.2229189,3459442092158725760,21,25.5,124.95,1.173736,1.211499,45.8469,0.430671,-105.65,1.024413,48.4526,0.455148,0.444527,0.992481,0.469792,-17.97,0.16909,-7.174,0.06886,0.17137,0.07171,-1.419,-0.865,11.562,181.56496,-39.22292
181.9511081,-39.0013544,3459492631038236416,21,9.8,65.6421,3.849342,4.21016,24.3025,1.42513,-55.277,3.545377,25.743,1.509604,1.558715,3.241532,1.651107,-19.78,1.29199,-7.615,0.50677,1.28099,0.51475,-3.246,-1.223,11.433,181.95111,-39.00135
180.9957647,-38.3612831,3459725624422311424,21,7.8,82.1535,1.116338,1.28113,29.181,0.396524,-69.412,1.082438,32.8575,0.446483,0.455059,0.943203,0.512392,-19.57,0.28708,-7.27,0.11101,0.28381,0.10769,-3.007,-1.013,11.57,180.99576,-38.36128
180.3236697,-37.2092042,3460673098504625024,21,3.6,123.401,0.699085,0.704845,41.9837,0.237844,-104.06,0.594352,51.3561,0.29094,0.239804,0.589495,0.293337,-18.74,0.11474,-8.151,0.05,0.11359,0.05085,-2.17,-1.942,11.56,180.32367,-37.2092
183.0002053,-35.3288042,3462717606017381120,21,2.9,122.811,0.770766,0.825,44.4319,0.278857,-100.16,0.67281,55.4724,0.348147,0.298478,0.62858,0.372644,-17.97,0.12681,-8.284,0.05516,0.11846,0.05539,-1.463,-1.515,10.573,183.00021,-35.3288
183.1670172,-34.63057,3462775399097286272,21,2.2,127.779,0.462519,0.494494,45.9677,0.166389,-103.53,0.400651,59.1271,0.214022,0.177892,0.374745,0.228817,-18.27,0.07194,-8.33,0.03221,0.06833,0.03265,-1.762,-1.502,10.41,183.16702,-34.63057
177.1006311,-37.4803911,3463395523652894336,21,7.2,76.488,0.080919,0.080739,23.1637,0.024505,-66.085,0.069758,30.7675,0.03255,0.024451,0.069913,0.032477,-19.22,0.02162,-6.646,0.0076,0.02039,0.00783,-2.622,-1.022,12.399,177.10063,-37.48039
180.6579458,-33.4779542,3465989374664029184,21,11.0,62.575,0.114559,0.112762,20.0882,0.036776,-51.305,0.092453,29.6631,0.054305,0.036199,0.093926,0.053454,-19.65,0.03637,-6.938,0.01404,0.03519,0.01353,-3.084,-0.459,10.87,180.65795,-33.47795
181.8636792,-32.7835189,3466308095597260032,21,11.8,56.8189,0.292632,0.288225,18.8623,0.097146,-45.881,0.23274,27.7047,0.142686,0.095683,0.236298,0.140538,-19.83,0.1032,-7.157,0.03862,0.1098,0.03724,-3.29,-0.453,10.432,181.86368,-32.78352
186.713655,-33.2703553,3468438639892079360,21,3.5,64.3537,0.418669,0.440431,25.5077,0.165947,-49.977,0.342036,31.5131,0.205017,0.174573,0.325136,0.215673,-19.23,0.12959,-8.943,0.06729,0.13714,0.06597,-2.868,-1.497,9.2287,186.71365,-33.27036
269.1055086,-39.6862089,4035638446353675264,31,86.7,143.913,1.793999,1.888334,141.28,1.761173,-20.244,0.265627,-18.471,0.242363,1.853782,0.252357,0.230256,-4.654,0.08664,-20.26,0.2679,0.09071,0.26664,-5.247,-4.224,-3.816,269.10551,-39.68621
270.3482964,-39.2614425,4035714175214743168,31,3.7,141.358,1.356782,1.396466,138.842,1.332633,-17.811,0.175954,-19.691,0.194523,1.371612,0.170954,0.188995,-3.451,0.05339,-17.99,0.16585,0.05092,0.1773,-4.404,-2.026,-4.04,270.3483,-39.26144
271.7089106,-39.2302731,4035855217571358208,31,44.1,143.435,4.167783,4.501901,140.709,4.088599,-16.723,0.524877,-22.241,0.69807,4.416369,0.485922,0.646262,-3.91,0.21493,-19.59,0.60486,0.20518,0.57224,-5.256,-3.645,-4.127,271.70891,-39.23027
270.3885056,-39.0211381,4036140235985529216,31,76.3,144.252,0.459629,0.435501,141.786,0.451772,-17.616,0.053182,-19.875,0.060002,0.428057,0.056128,0.063326,-4.194,0.02252,-20.06,0.06722,0.02208,0.06216,-5.158,-4.127,-4.127,270.38851,-39.02114
271.5127856,-38.0003364,4036264686959919488,30,51.3,139.177,1.202634,1.205562,137.058,1.184322,-13.807,0.119599,-19.868,0.172098,1.187206,0.119308,0.17168,-2.971,0.05892,-19.51,0.17625,0.05694,0.17834,-4.26,-3.743,-3.349,271.51279,-38.00034
271.7300875,-37.8972478,4036266404946684288,30,65.9,146.752,1.986907,1.968573,144.523,1.956734,-14.117,0.189375,-21.209,0.284508,1.938678,0.191138,0.287157,-3.016,0.07378,-20.14,0.28047,0.07005,0.27615,-4.368,-4.396,-3.389,271.73009,-37.89725
271.7292031,-37.8942458,4036266404946692992,30,34.8,145.108,0.568841,0.583139,142.906,0.560208,-13.953,0.056074,-20.967,0.084258,0.574289,0.054699,0.082192,-2.208,0.02175,-20.12,0.0819,0.02127,0.08146,-3.56,-4.374,-3.39,271.7292,-37.89425
271.7823472,-37.656405,4036279422901945088,30,69.5,150.201,1.089669,1.147628,148.006,1.07375,-13.847,0.105796,-21.508,0.164338,1.130863,0.100453,0.156038,-3.065,0.03883,-19.62,0.14003,0.04158,0.13825,-4.432,-3.909,-3.472,271.78235,-37.6564
269.0197931,-39.3830242,4036401674850523008,31,62.1,134.87,0.442017,0.451086,132.539,0.434378,-18.44,0.061675,-16.828,0.056284,0.443291,0.060435,0.055152,-4.404,0.02145,-19.84,0.06978,0.02101,0.06371,-4.972,-3.842,-3.917,269.01979,-39.38302
268.1758372,-39.4451925,4036442258090761600,31,24.7,154.847,1.264554,1.320283,152.2,1.242934,-22.204,0.189323,-17.884,0.152482,1.297711,0.181332,0.146046,-4.773,0.05308,-19.86,0.1746,0.05398,0.1617,-5.097,-3.848,-3.841,268.17584,-39.44519
267.8660914,-38.9265092,4036660957736702208,31,45.9,152.894,3.857837,3.952007,150.542,3.798487,-21.075,0.544756,-16.418,0.424383,3.891208,0.531775,0.414271,-4.873,0.17335,-19.78,0.54899,0.17429,0.51146,-5.107,-3.843,-4.001,267.86609,-38.92651
268.9980942,-37.7705436,4036838249686315520,8,7.0,127.366,0.621373,0.62592,125.765,0.613561,-14.365,0.070595,-14.106,0.069319,0.618051,0.070082,0.068816,-1.08,0.02678,-18.87,0.10525,0.0278,0.09856,-1.642,-3.112,-1.222,268.99809,-37.77054
269.9689703,-38.1424256,4036945490831946368,30,44.8,150.897,0.925954,0.86451,148.752,0.912794,-16.857,0.096576,-18.933,0.108472,0.852223,0.10344,0.116181,-3.443,0.0336,-19.37,0.11815,0.0346,0.11727,-4.285,-3.569,-3.262,269.96897,-38.14243
269.6666294,-37.6875594,4037017680651740160,31,3.4,118.689,1.939093,2.032919,117.174,1.914343,-12.692,0.217388,-14.008,0.239939,2.006971,0.207355,0.228865,-3.003,0.20186,-20.24,0.39163,0.21096,0.34489,-3.759,-4.502,-4.55,269.66663,-37.68756
270.0888867,-37.7413881,4037022383526596096,30,57.9,140.587,0.346513,0.35672,138.729,0.341933,-14.742,0.037405,-17.368,0.044068,0.352005,0.036335,0.042807,-3.458,0.01413,-19.74,0.05062,0.0133,0.04951,-4.335,-3.999,-3.402,270.08889,-37.74139
269.7403628,-37.5589278,4037042174731715968,31,12.4,126.321,3.449506,3.968433,124.745,3.406463,-13.2,0.414675,-14.883,0.467567,3.918914,0.360451,0.406426,-4.1,0.18634,-19.58,0.59504,0.16786,0.54665,-4.877,-3.861,-4.599,269.74036,-37.55893
272.7084739,-38.3594414,4037497132033831040,30,32.3,157.057,3.976818,3.892041,154.286,3.906655,-15.211,0.376934,-25.127,0.622671,3.823373,0.385145,0.636234,-2.549,0.14271,-20.19,0.51848,0.14673,0.51808,-4.183,-4.392,-3.25,272.70847,-38.35944
273.2862628,-37.7179303,4037541872762215424,30,65.7,153.914,0.829562,0.790381,151.342,0.8157,-12.818,0.065825,-24.915,0.127945,0.777174,0.069089,0.134287,-2.252,0.02384,-19.29,0.10546,0.02409,0.10454,-4.053,-3.593,-3.479,273.28626,-37.71793
273.2888761,-37.7148256,4037541872762763904,30,66.3,154.963,0.884596,0.907371,152.374,0.869819,-12.896,0.07551,-25.086,0.146889,0.892213,0.073615,0.143202,-2.288,0.0268,-19.48,0.10712,0.02605,0.11558,-4.089,-3.789,-3.48,273.28888,-37.71483
272.7752419,-37.2529356,4037617116232319232,30,17.1,131.249,0.388215,0.393906,129.304,0.382463,-10.431,0.031306,-19.948,0.059867,0.388069,0.030854,0.059003,-2.434,0.01398,-19.6,0.06068,0.01422,0.05858,-4.087,-3.97,-3.629,272.77524,-37.25294
272.6018789,-37.0155825,4037822866732172416,30,28.8,142.118,0.628874,0.626803,140.127,0.620064,-10.94,0.048251,-21.029,0.092749,0.618022,0.04841,0.093056,-3.384,0.02456,-20.04,0.09053,0.02332,0.08877,-4.988,-4.442,-3.707,272.60188,-37.01558
271.6517194,-37.3203283,4037835231856994816,30,58.5,151.359,0.393969,0.380975,149.3,0.388609,-13.31,0.033503,-21.021,0.052911,0.375792,0.034645,0.054715,-3.107,0.0135,-19.3,0.04924,0.01416,0.05117,-4.436,-3.639,-3.584,271.65172,-37.32033
273.1515858,-36.1287272,4037969170495945088,30,36.4,154.353,1.245733,1.290497,152.383,1.229833,-9.2207,0.077091,-22.788,0.190522,1.274025,0.074417,0.183913,-2.512,0.04526,-18.63,0.15875,0.04522,0.14455,-4.274,-3.184,-4.019,273.15159,-36.12873
272.4894869,-36.6222622,4037973224945609728,30,2.8,140.894,7.778712,9.254923,139.071,7.678047,-10.102,0.663579,-20.209,1.327486,9.135154,0.557735,1.115745,-2.971,0.3805,-17.35,1.17563,0.34245,1.03663,-4.542,-1.811,-3.839,272.48949,-36.62226
274.6988544,-36.3745517,4038090215470220160,30,84.6,141.567,1.09322,1.08585,139.333,1.075964,-7.5685,0.058052,-23.884,0.183192,1.06871,0.058446,0.184436,-1.698,0.03752,-19.85,0.15663,0.03376,0.15519,-3.905,-4.396,-3.957,274.69885,-36.37455
273.8894792,-35.3313439,4038485592980978176,30,30.6,158.877,0.605715,0.618433,156.922,0.598262,-6.764,0.026329,-23.909,0.093068,0.610822,0.025788,0.091154,-2.213,0.0231,-19.05,0.07502,0.02211,0.074,-4.187,-3.742,-4.301,273.88948,-35.33134
274.6377583,-34.8470319,4038524595658266240,30,26.1,158.526,0.948756,0.900577,156.51,0.93669,-4.7813,0.027162,-24.745,0.140574,0.889123,0.028615,0.148095,-2.104,0.03334,-18.75,0.10622,0.0334,0.11065,-4.293,-3.537,-4.475,274.63776,-34.84703
271.5995569,-35.7631119,4038832591978376832,30,38.4,139.309,1.052254,1.081644,137.915,1.041724,-8.9936,0.06983,-17.481,0.135726,1.07082,0.067932,0.132038,-2.946,0.04292,-19.38,0.14649,0.04388,0.15271,-4.26,-3.967,-4.112,271.59956,-35.76311
273.7398403,-34.0968289,4039372967587862016,30,51.7,151.641,0.451187,0.447949,150.127,0.446682,-3.7136,0.01097,-21.049,0.06218,0.443477,0.011049,0.06263,-2.217,0.01608,-18.69,0.0586,0.0174,0.05904,-4.148,-3.587,-4.716,273.73984,-34.09683
272.2628033,-34.3822283,4039500446614073600,30,10.6,146.753,0.765552,0.75229,145.537,0.759209,-5.709,0.029266,-17.967,0.092102,0.746057,0.029781,0.093726,-3.631,0.03532,-18.47,0.09957,0.03387,0.10396,-5.136,-3.292,-4.594,272.2628,-34.38223
269.5046419,-35.5828111,4040492854543470080,8,2.4,124.495,5.934435,6.98308,123.528,5.888369,-9.5079,0.533312,-12.218,0.685334,6.928874,0.453225,0.582418,1.1165,0.29926,-19.59,1.12214,0.30469,1.0444,0.408,-4.186,-1.938,269.50464,-35.58281
267.855215,-35.9656744,4040600988983479040,8,4.4,139.201,1.944253,2.040074,138.123,1.929198,-13.07,0.191544,-11.319,0.165884,2.024277,0.182547,0.158093,-1.234,0.07357,-17.61,0.25893,0.07633,0.25162,-1.465,-2.137,-1.76,267.85521,-35.96567
266.0301292,-36.6554558,4040894661721819904,8,7.5,109.498,0.544498,0.575078,108.504,0.539556,-12.854,0.067508,-7.1731,0.037673,0.569858,0.063918,0.035669,-1.169,0.02705,-18.32,0.09538,0.02701,0.09242,-0.871,-2.735,-1.47,266.03013,-36.65546
266.2882256,-36.4604031,4040900777756487552,31,29.3,144.164,2.41648,2.630806,142.923,2.39567,-16.236,0.296286,-9.6342,0.175811,2.60815,0.272148,0.161488,-4.835,0.13062,-19.65,0.36192,0.12074,0.32479,-4.612,-4.099,-4.741,266.28823,-36.4604
266.9020181,-35.0250303,4041495471820275200,31,6.0,135.185,3.908313,4.451523,134.419,3.886159,-11.74,0.386601,-8.2919,0.273043,4.42629,0.339425,0.239724,-5.045,0.24009,-17.87,0.58195,0.2414,0.54549,-4.999,-2.547,-5.28,266.90202,-35.02503
268.2882683,-34.0214672,4041623844054614144,31,14.0,133.991,0.549516,0.600055,133.411,0.547138,-8.2605,0.036993,-9.3184,0.041731,0.597458,0.033877,0.038216,-3.947,0.02438,-18.71,0.07806,0.02394,0.07573,-4.303,-3.562,-5.724,268.28827,-34.02147
266.1540631,-34.2110344,4041784235315590016,8,20.7,123.041,4.303487,4.537984,122.519,4.285232,-9.8875,0.364669,-5.5136,0.203351,4.518735,0.345825,0.192843,-1.123,0.18165,-18.0,0.6707,0.17597,0.64684,-0.861,-2.819,-2.252,266.15406,-34.21103
266.6255239,-33.9345156,4041815085999204224,31,7.8,144.851,2.336465,2.430435,144.3,2.327567,-10.531,0.176705,-6.9707,0.11696,2.42118,0.169872,0.112437,-4.624,0.11062,-19.13,0.31434,0.10338,0.30763,-4.498,-3.993,-5.631,266.62552,-33.93452
269.7660825,-33.7186697,4042476068643866496,8,3.0,127.81,1.131989,1.166541,127.205,1.12663,-5.9233,0.054063,-10.918,0.099651,1.161019,0.052462,0.096699,0.716,0.03575,-18.35,0.16675,0.03884,0.17279,-0.068,-3.255,-2.54,269.76608,-33.71867
267.7784911,-32.3078058,4043524762244704000,31,7.0,134.573,0.395078,0.424173,134.311,0.394311,-5.3483,0.016858,-6.4589,0.020359,0.423348,0.015702,0.018962,-4.264,0.01923,-17.85,0.05896,0.01825,0.05467,-4.472,-3.0,-6.269,267.77849,-32.30781
275.1630956,-34.9002822,4044324656915501184,30,6.9,147.06,1.259215,1.25906,145.033,1.24186,-4.0546,0.034714,-23.991,0.205399,1.241708,0.034718,0.205425,0.3035,0.0456,-18.58,0.17379,0.04749,0.15995,-2.036,-3.373,-4.462,275.1631,-34.90028
275.6237836,-34.5704672,4044364406781706112,30,68.8,142.028,0.939781,0.986329,140.02,0.926494,-2.7637,0.019193,-23.638,0.164156,0.972383,0.018287,0.156409,-1.647,0.04135,-18.13,0.12887,0.04165,0.11959,-4.119,-2.993,-4.578,275.62378,-34.57047
276.6522053,-34.3090967,4044416328691645824,30,99.8,145.947,1.26592,1.301125,143.623,1.245762,-1.2847,0.011453,-25.91,0.23099,1.280405,0.011144,0.224741,-1.119,0.05519,-19.14,0.16587,0.05835,0.17694,-3.885,-4.067,-4.672,276.65221,-34.3091
276.6288875,-34.3000078,4044416569172725888,30,99.2,143.673,4.038469,4.474589,141.394,3.974426,-1.2655,0.039412,-25.454,0.792743,4.40363,0.035571,0.715477,-1.352,0.23203,-18.76,0.65079,0.21797,0.56462,-4.111,-3.693,-4.675,276.62889,-34.30001
275.6276464,-33.4582225,4044760643280597504,30,60.9,146.012,0.74738,0.808987,144.179,0.737999,-0.3038,0.001683,-23.059,0.127761,0.798833,0.001555,0.118031,-1.426,0.02704,-17.92,0.09402,0.0292,0.09456,-3.899,-2.962,-4.953,275.62765,-33.45822
275.6302644,-33.4579633,4044760647636888576,30,17.8,147.487,1.001851,0.931364,145.635,0.989271,-0.3038,0.001918,-23.297,0.147117,0.91967,0.002064,0.158251,-2.545,0.04456,-18.7,0.12589,0.0418,0.11715,-5.018,-3.742,-4.953,275.63026,-33.45796
275.6305378,-33.4575681,4044760647651736064,30,51.5,148.013,1.202556,1.289057,146.154,1.187456,-0.3037,0.002645,-23.38,0.203618,1.272871,0.002468,0.189955,-0.302,0.04208,-18.92,0.16444,0.04269,0.17476,-2.776,-3.97,-4.953,275.63054,-33.45757
276.9671111,-34.0283564,4044800745434225408,30,99.9,144.042,1.154446,1.165313,141.704,1.135702,-0.3466,0.002804,-25.848,0.209114,1.146393,0.002778,0.207164,-1.065,0.04016,-18.85,0.14875,0.04104,0.14375,-3.921,-3.836,-4.768,276.96711,-34.02836
276.7816725,-33.8538686,4044819093492085120,30,99.8,143.643,4.07902,4.309574,141.407,4.015518,-0.1209,0.003628,-25.247,0.757463,4.242484,0.003434,0.71694,-0.986,0.14633,-19.04,0.60814,0.13519,0.55677,-3.789,-4.052,-4.826,276.78167,-33.85387
277.2408067,-33.2663797,4044910383038094464,30,82.9,153.064,8.026539,8.657194,150.63,7.898904,1.72918,0.090677,-27.133,1.534614,8.51953,0.097802,1.422821,-0.385,0.42261,-19.07,1.15632,0.40204,0.987,-3.319,-4.189,-5.026,277.24081,-33.26638
277.0184033,-32.9759811,4044932480678173312,30,76.0,136.268,0.654224,0.693288,134.218,0.644381,1.9685,0.009451,-23.466,0.119387,0.682857,0.010015,0.11266,-1.115,0.02405,-18.66,0.09226,0.02277,0.08867,-3.985,-3.826,-5.123,277.0184,-32.97598
277.0938381,-32.8681511,4044934748406262912,30,16.4,146.337,8.444432,9.360131,144.127,8.316854,2.43228,0.140355,-25.224,1.613408,9.218718,0.155575,1.455569,-1.063,0.28404,-20.1,1.34132,0.28119,1.18448,-3.956,-5.286,-5.159,277.09384,-32.86815
277.3658061,-33.1297917,4045006594634833152,30,99.2,144.804,2.455121,2.38673,142.48,2.415724,2.06152,0.034953,-25.755,0.424503,2.34843,0.033979,0.436667,-1.046,0.08867,-18.53,0.30517,0.09573,0.32931,-4.016,-3.673,-5.072,277.36581,-33.12979
277.1215381,-31.5981506,4045352184905807104,30,87.1,142.574,0.838023,0.868628,140.566,0.826223,5.23895,0.030794,-23.258,0.141698,0.856398,0.031918,0.136705,-0.984,0.02824,-18.26,0.11021,0.02814,0.10452,-3.884,-3.673,-5.585,277.12154,-31.59815
274.7915169,-33.4657322,4045406542035455616,30,10.1,158.961,3.142471,3.037217,157.223,3.108123,-1.2235,0.023377,-23.406,0.447221,3.004019,0.024187,0.462719,-1.96,0.10206,-19.54,0.38529,0.0967,0.3736,-4.193,-4.564,-4.943,274.79152,-33.46573
274.2908367,-33.2918797,4045468080338936576,30,38.6,152.356,1.093693,1.111164,150.862,1.082968,-1.27,0.009262,-21.246,0.154952,1.100268,0.009117,0.152516,-2.13,0.03818,-18.61,0.12881,0.03869,0.12944,-4.22,-3.66,-4.995,274.29084,-33.29188
276.0492094,-32.2424581,4045960416625156480,30,5.4,162.467,2.579391,2.410836,160.497,2.548114,3.19489,0.050723,-25.021,0.371284,2.381602,0.047409,0.397242,-0.677,0.08662,-18.85,0.31391,0.08765,0.29946,-3.27,-4.12,-5.364,276.04921,-32.24246
276.5492522,-31.6199236,4046078511045267072,30,67.5,140.923,0.731346,0.717006,139.126,0.722023,4.60553,0.023901,-21.951,0.111685,0.707866,0.023433,0.113919,-1.371,0.03427,-18.19,0.10005,0.0293,0.09408,-4.108,-3.582,-5.575,276.54925,-31.61992
265.1216136,-34.141745,4053486608076749056,8,3.9,140.791,3.323992,3.449326,140.185,3.309678,-12.275,0.30073,-4.4353,0.108663,3.434472,0.289803,0.104715,-0.482,0.30973,-18.3,0.51167,0.31752,0.52716,0.0792,-3.134,-2.229,265.12161,-34.14174
265.0379525,-33.9718164,4053493759266413824,8,6.6,128.841,3.420672,3.591993,128.317,3.406763,-10.993,0.30649,-3.7243,0.10383,3.577387,0.291872,0.098877,-2.121,0.16888,-19.23,0.49906,0.16698,0.53349,-1.536,-4.087,-2.279,265.03795,-33.97182
264.8777894,-33.9756811,4053504784378838272,8,35.6,127.01,1.055302,1.086082,126.486,1.050951,-11.001,0.09407,-3.4265,0.029301,1.081604,0.091404,0.02847,-1.866,0.04301,-18.29,0.17259,0.0463,0.15368,-1.235,-3.151,-2.27,264.87779,-33.97568
264.8709414,-33.0614558,4054109588838023936,8,9.5,112.745,0.647154,0.621443,112.423,0.645308,-8.2547,0.045499,-2.0753,0.011439,0.619669,0.047382,0.011912,-1.689,0.03683,-18.08,0.09988,0.0371,0.10369,-1.055,-3.1,-2.559,264.87094,-33.06146
264.9703364,-32.6331175,4054195282031980416,8,16.7,139.014,0.775494,0.855098,138.693,0.773701,-9.193,0.056548,-2.1777,0.013396,0.853121,0.051284,0.012149,-1.591,0.02877,-17.61,0.10377,0.03059,0.10622,-0.986,-2.702,-2.699,264.97034,-32.63312
265.7403767,-31.7482153,4054350828530132608,31,10.0,134.613,0.54871,0.565234,134.444,0.548022,-6.3318,0.026587,-2.3095,0.009698,0.564525,0.02581,0.009414,-4.892,0.028,-18.65,0.07798,0.02767,0.07796,-4.51,-3.899,-6.298,265.74038,-31.74822
262.8204481,-33.3463619,4054476890096261376,8,41.2,127.537,0.423107,0.426577,126.977,0.421249,-11.927,0.039894,0.52308,0.001735,0.424704,0.039569,0.00175,-2.268,0.01885,-16.97,0.06162,0.018,0.05609,-1.041,-1.961,-2.367,262.82045,-33.34636
262.8171394,-33.2681347,4054488954684530432,8,7.1,95.2005,1.340569,1.43227,94.792,1.334817,-8.7975,0.132357,0.4656,0.006556,1.426124,0.123883,0.007005,-1.794,0.08991,-18.99,0.28608,0.08891,0.27625,-0.566,-3.994,-2.392,262.81714,-33.26813
263.3348639,-32.8471175,4054585127584994560,8,8.2,138.987,1.455729,1.522357,138.517,1.450802,-11.419,0.125074,0.35638,0.003733,1.517206,0.1196,0.003903,-1.464,0.06079,-18.48,0.22021,0.06431,0.19867,-0.386,-3.549,-2.551,263.33486,-32.84712
263.1902472,-32.7013764,4054601826417904256,8,12.2,112.135,1.673065,1.583235,111.763,1.667515,-9.1036,0.128534,0.6425,0.009586,1.577983,0.135827,0.009071,-2.13,0.07883,-18.15,0.26996,0.08097,0.24918,-1.01,-3.245,-2.59,263.19025,-32.70138
262.1281753,-32.7391344,4054733355490712192,31,2.3,129.161,1.116892,1.129797,128.612,1.112143,-11.658,0.101978,2.37568,0.020543,1.124993,0.100813,0.02078,-5.068,0.06737,-19.6,0.18767,0.06755,0.17706,-3.641,-4.702,-5.644,262.12818,-32.73913
262.2071383,-32.7326811,4054753765176609536,8,17.4,118.418,0.513005,0.499725,117.924,0.510866,-10.602,0.044741,2.07116,0.008973,0.497641,0.04593,0.00874,-2.259,0.02574,-16.96,0.08184,0.02709,0.07614,-0.856,-2.064,-2.527,262.20714,-32.73268
263.0848836,-32.10868,4054845574407122944,31,23.3,136.004,0.633459,0.640394,135.627,0.6317,-9.9805,0.046994,1.72423,0.008031,0.638616,0.046486,0.008119,-5.865,0.03704,-18.15,0.08718,0.03597,0.08391,-4.715,-3.35,-5.945,263.08488,-32.10868
262.6809883,-31.7032433,4054917244506137344,31,4.0,129.803,1.767799,1.813898,129.448,1.762959,-9.1821,0.128312,2.79848,0.038113,1.808932,0.125051,0.039107,-7.459,0.13395,-17.55,0.25846,0.13481,0.25877,-6.192,-2.829,-6.042,262.68099,-31.70324
264.6162675,-30.5549736,4055417075618517632,31,9.2,136.101,5.076795,5.412589,135.997,5.072905,-5.2114,0.207251,1.1049,0.041215,5.408441,0.194394,0.043941,-5.471,0.30009,-18.36,0.72095,0.27364,0.70336,-4.764,-3.836,-6.6,264.61627,-30.55497
266.5986528,-31.583595,4055802145204484608,31,8.8,132.506,0.279067,0.292017,132.364,0.278768,-5.0255,0.011075,-3.5147,0.007746,0.291705,0.010584,0.007402,-4.783,0.01561,-17.7,0.03908,0.01632,0.03637,-4.65,-2.974,-6.423,266.59865,-31.58359
267.3314267,-30.5063725,4056022425491606272,31,5.0,133.882,1.909266,1.999061,133.819,1.908361,-2.1658,0.032338,-3.5071,0.052367,1.998113,0.030886,0.050014,-4.419,0.09382,-18.44,0.27254,0.09787,0.25485,-4.498,-3.915,-6.841,267.33143,-30.50637
261.5206458,-31.5342283,4057880673178500608,28,53.0,136.201,1.92161,1.971826,135.692,1.91443,-10.594,0.153369,5.11356,0.072146,1.964458,0.149463,0.074031,-2.808,0.09357,-16.79,0.2598,0.09244,0.25693,-1.207,-2.12,-1.666,261.52065,-31.53423
262.8917181,-31.3733369,4057931864864738432,28,22.8,139.264,0.935114,0.966641,138.943,0.932955,-8.9434,0.062076,3.07729,0.020663,0.964409,0.060052,0.02136,-2.783,0.04552,-17.04,0.1239,0.04273,0.12336,-1.577,-2.382,-1.768,262.89172,-31.37334
261.4231822,-30.7968631,4058245260047926656,28,51.4,141.333,1.514399,1.602794,140.857,1.509299,-9.5993,0.108861,6.4919,0.069561,1.597397,0.102858,0.073622,-2.904,0.07259,-16.46,0.19105,0.06788,0.16987,-1.274,-1.927,-1.864,261.42318,-30.79686
263.2468019,-31.0324606,4058318102685345408,28,27.4,136.135,0.913248,1.035373,135.889,0.911596,-7.672,0.058349,2.84616,0.019093,1.033501,0.051467,0.021646,-1.877,0.03308,-17.21,0.12616,0.03265,0.1188,-0.774,-2.607,-1.876,263.2468,-31.03246
259.4819467,-30.710705,4058962695717697536,8,18.4,117.686,0.427314,0.437207,116.984,0.424765,-9.7697,0.036295,8.32499,0.030228,0.434599,0.035473,0.030928,-2.846,0.02731,-18.06,0.0702,0.02657,0.06738,-0.658,-3.568,-2.996,259.48195,-30.7107
259.4814653,-30.7102175,4058962695772481536,8,29.2,115.721,0.431759,0.425758,115.03,0.429183,-9.6062,0.035343,8.18723,0.030547,0.423218,0.035841,0.030122,-2.72,0.02753,-17.52,0.07124,0.02598,0.06729,-0.531,-3.033,-2.996,259.48147,-30.71022
259.4264492,-30.6026825,4059151944822497536,31,3.5,126.536,1.891495,1.956041,125.776,1.880139,-10.369,0.160283,9.17371,0.137132,1.944298,0.154994,0.141811,-6.83,0.13226,-19.28,0.29469,0.13273,0.29031,-4.626,-4.814,-6.074,259.42645,-30.60268
259.9665083,-29.97676,4059201285409093504,14,16.4,103.129,1.598531,1.728633,102.619,1.590624,-7.0507,0.118183,7.43248,0.115205,1.720083,0.109288,0.124582,-6.319,0.1372,-17.8,0.31287,0.13973,0.29591,-4.27,-3.434,-3.096,259.96651,-29.97676
259.3742517,-29.4931675,4059287876365994112,28,47.0,148.859,0.585956,0.526626,147.999,0.582572,-9.9008,0.035026,12.5371,0.04935,0.523585,0.038973,0.044353,-3.294,0.02573,-15.85,0.05947,0.02539,0.05915,-1.075,-1.589,-2.122,259.37425,-29.49317
260.3466539,-29.3128497,4059347799706252032,28,67.8,138.115,1.151267,1.244323,137.523,1.146335,-7.6752,0.069149,10.2061,0.085074,1.238993,0.063978,0.091951,-3.189,0.04825,-16.25,0.14559,0.04827,0.14437,-1.249,-2.007,-2.219,260.34665,-29.31285
261.9854789,-29.3354433,4059480973671734656,28,30.7,139.156,2.841684,3.071197,138.837,2.835169,-5.8473,0.129051,7.38277,0.150763,3.064155,0.119407,0.162939,-1.924,0.11157,-15.81,0.35437,0.10943,0.34887,-0.456,-1.539,-2.289,261.98548,-29.33544
